5.0991e-05,1.384e-13,1.8249e-13,1.4246e-13,1.3749e-13,1.6265e-13,1.4287e-13,6.7749e-12,1.929e-12,7.1983e-12,3.0564e-06,9.3192e-12,1.7305e-11,3.4928e-13,7.7734e-07,7.48e-13,2.6937e-06,5.8793e-12,1.3721e-10,1.2908e-06,3.0131e-06,6.2009e-12,8.4891e-07,1.2715e-11,3.4746e-11,1.4417e-06,1.8149e-12,2.3974e-07,2.9898e-08,4.5097e-12,6.7301e-07,1.8495e-06,2.6562e-07,1.8575e-06,8.3887e-13,3.584e-13,9.3001e-07,2.5718e-06,1.11e-06,2.8891e-06,1.3986e-06,4.0468e-06,5.6781e-07,2.7725e-06,3.7203e-07,2.9734e-06,9.1879e-13,3.5723e-13,1.2248e-06,2.8163e-06,2.1023e-06,4.5032e-06,1.1462e-06,4.1984e-06,6.609e-07,3.9429e-07,2.3586e-06,6.9985e-13,1.9791e-13,1.0415e-06,7.4922e-13,7.6798e-13,1.9745e-07,4.1635e-10,2.4917e-06
1.384e-13,5.0516e-05,1.7758e-13,1.411e-13,1.3816e-13,1.6158e-13,1.4346e-13,2.8752e-11,1.4313e-12,1.421e-07,5.8338e-06,4.0812e-09,4.9435e-07,3.3824e-13,2.693e-07,6.7629e-13,2.5177e-06,4.4556e-12,6.3548e-11,1.0935e-06,2.7784e-06,7.8983e-12,8.1937e-07,5.2887e-08,4.2165e-11,1.5338e-06,1.942e-12,3.9526e-07,1.8443e-07,5.9574e-12,7.0412e-07,1.7624e-06,2.9653e-07,1.9333e-06,9.8988e-13,3.675e-13,1.1891e-06,2.3806e-06,1.2508e-06,2.6687e-06,1.6297e-06,3.9221e-06,6.4731e-07,2.788e-06,4.8352e-07,2.9878e-06,1.1008e-12,3.6708e-13,1.2032e-06,2.8137e-06,2.2603e-06,4.5208e-06,9.5982e-07,4.1451e-06,4.9074e-07,5.6106e-07,1.3087e-06,7.9993e-13,1.9838e-13,9.0426e-07,8.4894e-13,8.2845e-13,7.0013e-08,4.0609e-11,2.4324e-06
1.8249e-13,1.7758e-13,7.7728e-05,1.7296e-13,1.723e-13,1.9885e-13,1.7957e-13,4.309e-07,1.0836e-12,6.612e-07,1.1988e-05,3.1912e-12,5.781e-06,4.1055e-13,5.8405e-11,5.4787e-13,2.8957e-06,3.3473e-12,1.4823e-11,1.1498e-06,3.1323e-06,2.7079e-11,8.7277e-07,4.2094e-07,1.0012e-08,1.3817e-06,2.6285e-12,3.3452e-07,1.5169e-07,4.505e-12,9.6601e-07,1.8443e-06,8.4388e-07,2.3714e-06,1.4307e-12,4.5161e-13,1.7244e-06,3.2266e-06,1.2631e-06,3.4212e-06,2.5662e-06,4.7172e-06,1.3453e-06,3.4532e-06,1.0705e-06,3.9781e-06,1.6736e-12,4.4937e-13,1.4486e-06,3.228e-06,3.3244e-06,6.4848e-06,1.3267e-06,4.8249e-06,5.444e-07,8.0917e-07,8.7473e-06,1.1216e-12,2.3342e-13,1.5477e-06,1.2086e-12,1.0586e-12,3.4041e-10,2.6557e-11,4.6515e-06
1.4246e-13,1.411e-13,1.7296e-13,5.0078e-05,1.3358e-13,1.5281e-13,1.3979e-13,3.0368e-12,1.5466e-12,1.9081e-11,5.2127e-06,1.5451e-12,3.9829e-06,3.0935e-13,5.1399e-12,7.0917e-13,2.4783e-06,2.6431e-12,5.1736e-12,1.0573e-06,2.7436e-06,2.5326e-11,6.3722e-07,2.6428e-07,8.8749e-12,9.7022e-07,1.8372e-12,1.6578e-07,5.5e-10,2.4132e-12,1.0111e-06,1.7818e-06,8.7307e-07,2.0817e-06,7.9239e-13,3.264e-13,1.314e-06,2.8732e-06,1.0328e-06,3.2639e-06,1.9715e-06,4.2288e-06,1.0706e-06,2.6156e-06,8.4299e-07,3.0091e-06,8.916e-13,3.244e-13,1.3466e-06,2.4342e-06,2.7699e-06,5.2309e-06,1.3344e-06,4.0807e-06,5.6125e-07,7.9668e-07,8.9157e-06,7.4794e-13,1.8146e-13,1.4645e-06,8.0357e-13,6.8882e-13,9.195e-09,2.0773e-11,4.3182e-06
1.3749e-13,1.3816e-13,1.723e-13,1.3358e-13,4.7462e-05,1.5241e-13,1.3338e-13,1.0148e-11,2.1478e-12,1.3747e-09,2.697e-06,8.7637e-13,3.6376e-12,3.3398e-13,1.1899e-06,6.8439e-13,2.5423e-06,3.0626e-12,5.4388e-12,1.1952e-06,2.8466e-06,9.4178e-12,6.2227e-07,1.0049e-07,9.7835e-12,8.3706e-07,1.6276e-12,3.7934e-11,1.5769e-11,2.3034e-12,9.4369e-07,1.801e-06,8.3082e-07,1.9084e-06,6.2939e-13,3.1178e-13,9.8144e-07,3.0933e-06,8.2871e-07,3.4755e-06,1.6196e-06,4.1686e-06,9.3215e-07,2.5322e-06,6.9007e-07,2.9434e-06,6.8503e-13,3.1028e-13,1.3164e-06,2.4054e-06,2.4566e-06,5.125e-06,1.4713e-06,3.9905e-06,7.0881e-07,6.682e-07,9.9953e-06,6.4513e-13,1.7639e-13,1.5748e-06,7.0256e-13,6.0329e-13,1.2281e-07,3.7208e-11,4.248e-06
1.6265e-13,1.6158e-13,1.9885e-13,1.5281e-13,1.5241e-13,5.5705e-05,1.8713e-13,3.0202e-13,2.5998e-12,2.2896e-13,8.2518e-12,1.5439e-12,1.2285e-05,2.4837e-13,7.6073e-13,1.344e-12,2.043e-06,1.8382e-12,2.4014e-12,7.228e-07,2.1888e-06,4.2455e-12,2.1658e-07,1.3231e-07,3.8453e-12,1.3943e-07,2.443e-12,2.2138e-07,1.0864e-10,1.8541e-12,1.0231e-06,1.874e-06,7.912e-07,1.9885e-06,7.4709e-13,3.6592e-13,1.3166e-06,2.9931e-06,7.4648e-07,3.6206e-06,2.1007e-06,4.2038e-06,8.606e-07,2.5605e-06,3.0264e-07,2.313e-06,8.329e-13,3.5475e-13,1.5737e-06,2.3849e-06,2.6296e-06,6.0117e-06,1.3099e-06,3.7203e-06,1.8065e-07,8.3631e-07,8.2746e-06,8.8993e-13,2.0699e-13,1.8646e-06,9.0245e-13,7.1962e-13,2.1842e-11,1.2071e-11,4.5082e-06
1.4287e-13,1.4346e-13,1.7957e-13,1.3979e-13,1.3338e-13,1.8713e-13,5.4163e-05,1.152e-05,2.579e-12,5.6745e-06,2.7658e-06,1.2883e-12,1.2037e-05,6.269e-13,1.576e-05,1.0684e-12,2.8731e-06,7.0844e-12,2.4635e-11,1.2146e-06,3.1798e-06,2.3835e-07,6.1052e-07,1.2006e-07,1.2875e-07,1.1402e-06,1.4301e-12,1.1054e-11,7.6966e-12,3.6912e-12,1.137e-06,2.271e-06,9.6276e-07,2.2499e-06,6.4535e-13,3.2033e-13,1.1988e-06,3.7406e-06,1.0142e-06,4.3007e-06,1.7033e-06,4.3956e-06,8.6428e-07,2.5238e-06,1.0449e-06,2.705e-06,6.9305e-13,3.2335e-13,1.6536e-06,2.7072e-06,2.7771e-06,6.315e-06,1.486e-06,3.7534e-06,6.9703e-07,1.0076e-06,1.1083e-05,6.5326e-13,1.8227e-13,2.1956e-06,7.687e-13,5.9488e-13,6.711e-10,1.7642e-11,4.3309e-06
6.7749e-12,2.8752e-11,4.309e-07,3.0368e-12,1.0148e-11,3.0202e-13,1.152e-05,3.3109e-05,1.729e-05,6.1379e-14,1.8044e-12,9.0164e-07,2.9531e-05,2.4124e-13,2.678e-13,1.0211e-05,6.64e-07,1.3659e-12,1.7806e-12,2.7267e-11,4.2657e-07,1.1549e-12,2.0523e-12,1.1133e-12,2.676e-07,1.6824e-12,1.0894e-11,1.3678e-11,8.3905e-12,3.2071e-12,4.3115e-12,5.5277e-07,2.4185e-12,2.8733e-08,1.1998e-12,2.2232e-11,7.1893e-12,1.5735e-06,1.6327e-12,2.2289e-06,4.227e-07,7.7145e-07,1.2972e-07,1.1194e-06,5.2875e-13,2.0561e-12,1.5626e-12,3.2205e-12,8.2117e-07,1.3004e-06,2.763e-07,4.1548e-06,5.3809e-07,4.2357e-07,1.414e-11,4.642e-07,1.9231e-06,3.6996e-07,1.6897e-10,1.5851e-06,6.4605e-12,5.7591e-12,8.1639e-11,1.706e-09,2.0301e-06
1.929e-12,1.4313e-12,1.0836e-12,1.5466e-12,2.1478e-12,2.5998e-12,2.579e-12,1.729e-05,0.00038626,9.2265e-06,8.6718e-05,1.206e-05,0.00010803,5.2226e-06,6.5178e-06,6.6463e-13,1.2056e-06,6.3226e-08,2.6409e-06,2.1471e-06,4.7107e-07,1.6114e-06,2.0454e-06,1.6747e-06,5.7249e-06,1.1817e-06,2.1747e-06,2.3597e-06,2.5765e-06,3.6912e-06,5.8104e-07,1.0646e-06,7.5575e-07,1.2201e-06,9.1884e-06,6.5772e-06,2.6674e-06,1.1918e-06,1.0553e-06,4.4862e-11,4.24e-06,1.1107e-11,6.9357e-06,7.4124e-06,2.9917e-06,4.2135e-06,9.6626e-06,5.5181e-06,1.6267e-11,5.049e-06,1.8744e-06,9.9891e-06,1.6615e-10,1.5075e-11,1.0422e-06,5.3605e-06,3.1926e-12,6.429e-06,3.698e-12,1.4224e-10,3.6716e-06,4.8718e-06,2.8481e-06,3.4086e-06,1.0882e-11
7.1983e-12,1.421e-07,6.612e-07,1.9081e-11,1.3747e-09,2.2896e-13,5.6745e-06,6.1379e-14,9.2265e-06,9.7104e-06,1.0976e-12,7.373e-07,1.1832e-05,1.5789e-13,3.1613e-13,2.789e-06,2.5441e-07,1.1357e-12,1.4168e-12,2.0756e-07,2.679e-07,5.5118e-13,1.3976e-12,5.2762e-13,3.3399e-07,3.4321e-12,1.1246e-07,1.0138e-07,6.3588e-09,1.384e-12,5.7446e-13,2.3231e-07,7.1009e-13,8.8372e-12,8.1585e-13,3.2131e-07,2.2064e-07,7.8794e-07,4.1094e-12,1.0439e-06,1.8513e-07,4.2114e-08,6.8952e-12,4.5903e-07,3.8527e-13,1.4599e-12,9.9284e-13,1.9668e-11,3.5559e-07,8.5612e-07,2.3976e-07,2.3049e-06,1.0693e-07,1.0193e-11,1.5708e-10,2.7477e-12,1.2437e-06,1.0257e-07,2.3614e-07,5.7672e-07,3.4141e-08,1.4551e-07,5.9535e-08,6.54e-08,7.5984e-07
